Country,Access to electricity (% of population),"Adolescent fertility rate (births per 1,000 women ages 15-19)",Age dependency ratio (% of working-age population),"Contributing family workers, female (% of female employment) (modeled ILO estimate)","Contributing family workers, male (% of male employment) (modeled ILO estimate)","Contributing family workers, total (% of total employment) (modeled ILO estimate)",Depth of credit information index (0=low to 8=high),"Employers, female (% of female employment) (modeled ILO estimate)","Employers, male (% of male employment) (modeled ILO estimate)","Employers, total (% of total employment) (modeled ILO estimate)",Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Employment in industry (% of total employment) (modeled ILO estimate),"Employment in industry, female (% of female employment) (modeled ILO estimate)","Employment in industry, male (% of male employment) (modeled ILO estimate)",Employment in services (% of total employment) (modeled ILO estimate),"Employment in services, female (% of female employment) (modeled ILO estimate)","Employment in services, male (% of male employment) (modeled ILO estimate)",Export value index (2000 = 100),Export volume index (2000 = 100),"Fertility rate, total (births per woman)",Fixed broadband Internet subscribers (per 100 people),GDP growth (annual %),GDP per capita (constant 2005 US$),"GDP per capita, PPP (constant 2011 international $)",Individuals using the Internet (% of population),"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)","Labor force participation rate, male (% of male population ages 15+) (modeled ILO estimate)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Life expectancy at birth, female (years)","Life expectancy at birth, male (years)",Mobile cellular subscriptions (per 100 people),"Own-account workers, female (% of female employment) (modeled ILO estimate)","Own-account workers, male (% of male employment) (modeled ILO estimate)","Own-account workers, total (% of male employment) (modeled ILO estimate)",Population ages 0-14 (% of total),"Population ages 0-14, total",Population ages 15-64 (% of total),"Population ages 15-64, total",Population ages 65 and above (% of total),"Population ages 65 and above, total",Population density (people per sq. km of land area),Population growth (annual %),"Population, total",Private credit bureau coverage (% of adults),Public credit registry coverage (% of adults),Rural population,Rural population (% of total population),"Self-employed, female (% of female employment) (modeled ILO estimate)","Self-employed, male (% of male employment) (modeled ILO estimate)","Self-employed, total (% of total employment) (modeled ILO estimate)",Tax payments (number),Telephone lines (per 100 people),Time required to enforce a contract (days),Time required to start a business (days),Time to prepare and pay taxes (hours),"Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Urban population,Urban population (% of total),"Vulnerable employment, female (% of female employment) (modeled ILO estimate)","Vulnerable employment, male (% of male employment) (modeled ILO estimate)","Vulnerable employment, total (% of total employment) (modeled ILO estimate)","Wage and salaried workers, female (% of female employment) (modeled ILO estimate)","Wage and salaried workers, male (% of male employment) (modeled ILO estimate)","Wage and salaried workers, total (% of total employment) (modeled ILO estimate)","Net trade in goods and services (BoP, current US$)"
Libya,98.5367279052735,5.7288,48.7644630570495,22.1569995880127,7.57299995422363,10.7910003662109,0.0,2.38299989700317,5.77199983596802,5.02400016784668,16.806999206543,13.8739995956421,17.636999130249,28.2360000610352,32.2470016479492,27.1000003814697,54.9570007324219,53.8639984130859,55.2669982910156,47.1497949,25.34328358,2.274,2.68414443214026,-2.79546882881627,5848.93736052847,14298.4550473411,20.27215956269,25.8090000152588,78.9810028076172,52.4599990844727,2363336.0,74.941,69.165,121.718735922424,22.1889991760254,26.8020000457764,25.7840003967285,28.4150025431998,1788228.0,67.2203548784706,4230347.0,4.36464257832952,274678.0,3.57664673721541,0.930674535288235,6293253.0,0.0,0.5,1287600.0,20.46,46.7299995422363,40.1469993591309,41.5989990234375,19.0,21.8393889455898,690.0,35.0,889.0,26.6620006561279,15.7440004348755,18.4230003356934,64.2829971313477,38.5859985351563,45.7070007324219,5005653.0,79.54,44.3459987640381,34.375,36.5750007629394,53.2700004577637,59.8530006408691,58.4010009765625,-4700400000.0
Slovak Republic,100.0,22.1502,42.5427250374284,0.187999993562698,0.0610000006854534,0.118000000715256,6.0,1.95000004768372,4.21600008010864,3.19799995422363,2.88700008392334,1.41499996185303,4.08799982070923,36.4690017700195,21.1650009155273,48.9519996643066,60.6440010070801,77.4189987182617,46.9609985351563,656.0095279,451.465798,1.4,24.5497333133978,3.32469529596402,19275.0867559485,29212.3781979582,80.4759,52.6529998779297,68.0230026245117,60.0530014038086,2762411.0,80.2,73.1,128.391295131826,8.55799961090088,15.0139999389648,12.1140003204346,15.2987260980365,830843.0,70.1544096874886,3809944.0,14.5468642144749,790011.0,112.939275464792,0.128922329956911,5430798.0,76.4,3.1,2508703.0,46.194,10.6969995498657,19.2919998168945,15.4309997558594,8.0,15.1278659304238,775.0,12.5,192.0,10.7550001144409,8.76599979400635,9.67000007629395,26.3530006408691,19.7689990997314,22.2150001525879,2922095.0,53.806,8.74599960446358,15.0749999396503,12.2320003211499,89.3030014038086,80.7080001831055,84.5690002441406,1751456536.91394
Pakistan,99.1474380493164,37.6912,64.9711695440283,54.6870002746582,14.9879999160767,23.5610008239746,7.0,0.114000000059605,1.71599996089935,1.37000000476837,42.2680015563965,73.0619964599609,33.7859992980957,23.5930004119873,14.1579999923706,26.1919994354248,34.1389999389648,12.7819995880127,40.0219993591309,226.3505992,161.8831075,3.481,0.850297848678458,5.52673584474448,1179.41401202313,4857.16871756739,15.5145577897414,24.7299995422363,82.7539978027344,54.3720016479492,68396800.0,67.52,65.514,70.6452165487954,20.4209995269775,40.4609985351563,36.132999420166,34.8903251616446,67409321.0,60.6166521558857,117113479.0,4.49302268246975,8680676.0,250.627174138647,1.99856259439394,193203476.0,5.8,9.4,123198129.0,63.766,75.2220001220703,57.1640014648438,61.0639991760254,47.0,1.60681115281798,1071.2,18.0,311.5,6.65799999237061,3.03900003433228,3.84400010108948,10.3610000610352,6.33199977874756,7.30399990081787,70005347.0,36.234,75.1079998016357,55.448998451233,59.6940002441406,24.7779998779297,42.8359985351563,38.9360008239746,-25036898000.0
Belgium,100.0,5.1082,54.7983939052332,1.20299994945526,0.467000007629395,0.805999994277954,5.0,2.34999990463257,5.71999979019165,4.16800022125244,1.25100004673004,0.754000008106232,1.67599999904633,21.2630004882813,8.17099952697754,32.443000793457,77.4860000610352,91.0749969482422,65.8809967041016,211.7955741,144.7300771,1.7,37.5961129664717,1.41229201545339,45457.8993419591,42083.6443038217,86.5165,47.765998840332,58.9640007019043,53.2330017089844,5004722.0,83.4,78.7,110.498346639076,7.10900020599365,12.2849998474121,9.90100002288818,17.0312418699887,1929882.0,64.6001511307203,7320116.0,18.368606999291,2081424.0,374.221334214003,0.506300002451376,11331422.0,0.0,95.3,235807.0,2.081,10.6619997024536,18.4710006713867,14.8739995956421,11.0,38.4830881237543,505.0,4.0,136.0,7.55999994277954,8.0600004196167,7.82999992370605,18.1219997406006,21.6979999542236,20.0900001525879,11095615.0,97.919,8.31200015544891,12.7519998550415,10.7070000171661,89.3379974365234,81.5289993286133,85.1259994506836,5685017502.0098
Singapore,100.0,3.7242,37.9844314563033,0.505999982357025,0.28999999165535,0.386999994516373,7.0,3.59100008010864,7.56199979782104,5.77699995040894,0.118000000715256,0.0540000014007092,0.170000001788139,16.2940006256104,11.6940002441406,20.0470008850098,83.5879974365234,88.2519989013672,79.7829971313477,245.3354039,270.397893,1.2,25.9868687254945,2.39702145797342,53353.839463373,82621.5031826688,84.45,60.6290016174316,77.0019989013672,68.6650009155273,3263575.0,85.1,80.6,150.480528523572,5.17399978637695,10.1420001983643,7.90999984741211,15.2371339566079,854389.0,72.4719361915747,4063707.0,12.2909298518174,689187.0,7908.72073342736,1.29743609938602,5607283.0,65.7,0.0,0.0,0.0,9.27099990844727,17.9930000305176,14.0740003585815,5.0,35.5431924310644,164.0,2.5,66.5,1.85599994659424,1.75399994850159,1.79999995231628,5.2039999961853,3.02500009536743,4.0770001411438,5607283.0,100.0,5.67999976873397,10.4320001900197,8.29699984192848,90.7289962768555,82.0070037841797,85.9260025024414,83944486448.3213
Chile,100.0,46.581,45.5537828614934,4.36100006103516,2.59800004959106,3.3199999332428,6.0,2.32800006866455,5.28299999237061,4.07299995422363,9.47999954223633,4.89099979400635,12.66100025177,23.0109996795654,11.0900001525879,31.2730007171631,67.5090026855469,84.0179977416992,56.0660018920898,315.4419109,159.2633659,1.774,16.2178665323935,1.26586760300135,14958.5622484938,22614.3936667162,83.56,50.351001739502,74.3320007324219,62.140998840332,8841540.0,81.913,76.941,130.111239942213,20.7320003509521,20.2250003814697,20.4330005645752,20.5561896606732,3681563.0,68.7031267989499,12304561.0,10.7406835403769,1923630.0,24.0874017527154,0.824579725656753,17909754.0,12.4,48.4,2252689.0,12.578,27.4209995269775,28.1060009002686,27.826000213623,7.0,18.8446865322662,480.0,5.5,291.0,7.26900005340576,6.36899995803833,6.73999977111816,17.8810005187988,14.8249998092651,16.0869998931885,15657065.0,87.422,25.0930004119873,22.8230004310608,23.753000497818,72.5790023803711,71.8939971923828,72.1740036010742,-527947370.65237
Fiji,98.6460494995117,43.7334,52.9679277267559,23.1609992980957,9.07699966430664,13.831000328064,0.0,0.990000009536743,1.68799996376038,1.45299994945526,39.1949996948242,38.4959983825684,39.5509986877441,13.206000328064,8.39299964904785,15.6579999923706,47.5989990234375,53.1110000610352,44.7910003662109,158.2697436,85.55174554,2.516,1.37211268859317,0.380003448395996,4195.96809601537,8447.26417897152,46.5069783122217,40.8190002441406,75.5559997558594,58.3629989624023,374560.0,73.485,67.407,116.23625884552,17.1749992370605,28.1979999542236,24.4769992828369,28.5931728158797,256984.0,65.3731808269171,587548.0,6.03364635720326,54228.0,49.1932129173508,0.738287654896347,898760.0,0.0,0.0,402330.0,44.765,41.326000213623,38.9630012512207,39.7610015869141,38.0,8.25381636921981,397.0,40.0,247.0,8.56099987030029,5.00799989700317,6.23799991607666,26.2110004425049,14.2449998855591,18.5300006866455,496430.0,55.235,40.3359985351562,37.2749996185302,38.3079996109009,58.673999786377,61.0369987487793,60.2389984130859,-191708790.325859
Estonia,100.0,13.3262,54.6705379655697,0.0710000023245811,0.146999999880791,0.109999999403954,7.0,2.23000001907349,5.47100019454956,3.88800001144409,3.89400005340576,1.99800002574921,5.70699977874756,29.7229995727539,17.2730007171631,41.6230010986328,66.3830032348633,80.7289962768555,52.6699981689453,343.9054194,288.590604,1.58,30.0802625944613,2.06326278488234,18094.587299874,28109.81704489,87.2373320920335,56.4729995727539,70.5670013427734,62.9469985961914,694110.0,82.5,73.2,144.609895142033,4.35099983215332,6.59600019454956,5.49900007247925,16.1956871236977,213101.0,64.653523736668,850705.0,19.1507891396344,251984.0,31.0401037980656,0.0291122255540077,1315790.0,35.1,0.0,413645.0,31.437,6.65199995040894,12.21399974823,9.49600028991699,8.0,28.2366001697599,455.0,3.5,56.0,6.06500005722046,7.41400003433228,6.76000022888184,10.5550003051758,15.7370004653931,13.4079999923706,902145.0,68.563,4.4219998344779,6.74300019443035,5.6090000718832,93.3479995727539,87.786003112793,90.5039978027344,791515521.748717
"Macao SAR, China",100.0,2.625,28.1703027511411,0.691999971866608,0.123999997973442,0.404000014066696,4.924831081081081,1.99899995326996,4.87099981307983,3.45600008964539,0.296999990940094,0.340000003576279,0.254999995231628,17.8680000305176,7.03499984741211,28.3939990997314,81.8349990844727,92.6240005493164,71.3529968261719,49.49358015,46.14187004,1.311,29.0703353823385,-0.863118775980453,52144.0288870665,97751.7321632423,81.6429854646415,66.1220016479492,75.9779968261719,70.7990036010742,377917.0,86.776,80.866,321.803037406459,1.99100005626678,4.13100004196167,3.07699990272522,12.8033690153177,78378.0,78.0211935631943,477620.0,9.17543742148793,56169.0,20203.5313531353,1.85066970508915,612167.0,4.924831081081081,4.924831081081081,0.0,0.0,4.68200016021729,9.12600040435791,6.93599987030029,4.924831081081081,23.1962846739534,4.924831081081081,4.924831081081081,4.924831081081081,1.50100004673004,2.29800009727478,1.90699994564056,3.19899988174438,6.19199991226196,4.73899984359741,612167.0,100.0,2.68300002813339,4.25500003993511,3.48099991679192,95.318000793457,90.8740005493164,93.0640029907227,18523407221.942
Djibouti,51.7826919555664,19.4152,55.5934403059253,22.2880001068115,5.67199993133545,12.5749998092651,0.0,1.21399998664856,3.28900003433228,2.42700004577637,30.5459995269775,28.2369995117188,32.1860008239746,30.1650009155273,37.4150009155273,25.0130004882813,39.2890014648438,34.2910003662109,42.8409996032715,444.5567344,324.0592754,2.847,2.57605326354909,8.72226006105292,4.924831081081081,4.924831081081081,13.1349151074,49.3790016174316,68.4670028686523,58.9210014343262,379954.0,64.162,60.831,36.6373670454075,17.6560001373291,32.9749984741211,26.6110000610352,31.5683521642562,297479.0,64.270061644875,605638.0,4.16158619086883,39216.0,40.6528472821398,1.59586474829091,942333.0,0.0,0.4,211761.0,22.472,41.1580009460449,41.935001373291,41.6119995117188,35.0,2.64503100284082,1025.0,14.0,76.0,6.66400003433228,5.24100017547607,5.83699989318848,12.3140001296997,10.9399995803833,11.6219997406006,730572.0,77.528,39.9440002441406,38.6469984054566,39.1859998703003,58.8419990539551,58.064998626709,58.3880004882813,-144419978.820093
Afghanistan,84.1371383666992,68.7942,86.5709321507136,58.0439987182617,19.7749996185303,26.0860004425049,0.0,0.291999995708466,1.432000041008,1.24399995803833,61.3489990234375,72.6210021972656,59.1220016479492,6.74100017547607,5.55900001525879,6.97499990463257,31.9099998474121,21.8209991455078,33.9020004272461,434.3793696,185.0455137,4.635,0.0253952904937299,2.36671191565063,617.889972323552,1802.69556548499,10.5957264186601,19.4190006256104,86.7170028686523,54.234001159668,10551800.0,65.024,62.412,62.3354168186364,11.0839996337891,45.6119995117188,39.9179992675781,43.859524945037,15199971.0,53.5989174986911,18575258.0,2.54155755627188,880803.0,53.0834053242655,2.6891634730922,34656032.0,0.0,0.8,25985093.0,74.98,69.4189987182617,66.8190002441406,67.2480010986328,19.0,0.329501080793093,1642.0,7.5,275.0,13.0159997940063,7.9689998626709,8.84099960327148,21.7360000610352,16.8159999847412,17.8819999694824,8670939.0,25.02,69.1279983520508,65.3869991302491,66.003999710083,30.5809993743896,33.1809997558594,32.7519989013672,-6191463867.40496
Tajikistan,100.0,36.9168,62.7384592913096,0.34799998998642,0.61599999666214,0.513000011444092,7.0,0.215000003576279,0.833999991416931,0.596000015735626,50.7389984130859,68.7570037841797,39.5050010681152,16.5590000152588,4.30800008773804,24.1979999542236,32.7019996643066,26.9379997253418,36.2949981689453,124.4968153,75.67918839,3.36,0.0686895667760472,6.90000145473589,968.385602564592,2762.58545284209,20.470000000055,45.5219993591309,73.0449981689453,59.189998626709,3351954.0,74.187,68.296,107.613654615807,43.2290000915527,50.4300003051758,47.6640014648438,35.1680163975734,3071909.0,61.448289749994,5367478.0,3.3836938524326,295564.0,62.9382718718026,2.15588412311325,8734951.0,35.8,0.0,6389529.0,73.149,43.7919998168945,51.8790016174316,48.7729988098145,12.0,5.35778620853168,430.0,22.0,258.0,11.0299997329712,9.84500026702881,10.3039999008179,21.431999206543,16.7220001220703,18.5170001983643,2345422.0,26.851,43.5770000815391,51.0460003018379,48.1770014762879,56.2080001831055,48.1209983825684,51.2270011901855,-2027438335.39895
Austria,100.0,7.208,49.5298368459148,1.65199995040894,1.39800000190735,1.51699995994568,7.0,2.5460000038147,6.34299993515015,4.55999994277954,4.34800004959106,3.92899990081787,4.71999979019165,25.5629997253418,11.9840002059937,37.5880012512207,70.088996887207,84.0879974365234,57.6920013427734,225.3503917,149.8618785,1.49,28.9630431661026,1.45091543821485,48077.8783610298,44464.3502683082,84.3233312921004,54.9469985961914,66.2220001220703,60.4280014038086,4535197.0,83.4,78.5,163.794485784601,5.87200021743774,7.38299989700317,6.6729998588562,14.0962544551354,1231543.0,66.8762899389668,5842759.0,19.0274556058978,1662366.0,105.869490929801,1.08139629872802,8736668.0,53.6,2.3,3677700.0,42.095,10.0699996948242,15.1239995956421,12.75,12.0,40.9451779741297,397.0,21.0,131.0,5.53599977493286,6.42600011825562,6.01000022888184,10.2220001220703,12.1260004043579,11.2449998855591,5058968.0,57.905,7.52400016784668,8.78099989891052,8.18999981880188,89.9300003051758,84.8759994506836,87.25,14270103560.1123
Lithuania,100.0,11.392,50.4561317738493,1.10599994659424,0.749000012874603,0.931999981403351,8.0,1.40299999713898,3.37800002098084,2.36500000953674,7.97599983215332,5.54199981689453,10.5349998474121,25.136999130249,15.5790004730225,35.1920013427734,66.8870010375977,78.8789978027344,54.2729988098145,656.624355,444.8387097,1.7,29.4940701432374,2.34488073938843,15945.5234844081,28033.8739289417,74.3766455618662,55.859001159668,66.193000793457,60.5279998779297,1481027.0,79.7,69.2,144.578129314237,7.05100011825562,11.1820001602173,9.06400012969971,14.6914517979719,421385.0,66.4645633850471,1906357.0,18.8439848169809,540489.0,45.7818196328811,-1.27069453298857,2868231.0,84.2,37.8,936019.0,32.634,9.55900001525879,15.3090000152588,12.3620004653931,11.0,18.2539734390006,370.0,5.5,171.0,6.65000009536743,9.10000038146973,7.8600001335144,12.5839996337891,15.8140001296997,14.4090003967285,1932212.0,67.366,8.15700006484986,11.9310001730919,9.99600011110306,90.4410018920898,84.6910018920898,87.6380004882813,306454310.766927
Central African Republic,13.9851121902466,105.7876,89.2512487699714,2.71199989318848,2.75200009346008,2.73399996757507,0.0,0.808000028133392,2.51600003242493,1.74800002574921,85.6279983520508,90.5279998779297,81.6269989013672,7.9210000038147,6.16800022125244,9.35299968719482,6.44999980926514,3.3050000667572,9.01900005340576,58.04099379,43.81696612,4.869,4.924831081081081,4.53128596327306,325.720465732059,642.873494030895,4.0,63.3810005187988,79.9300003051758,71.4810028076172,1855564.0,54.042,50.323,27.1697273833903,72.056999206543,58.5400009155273,64.6159973144531,43.5016729345032,1998737.0,52.8398098559163,2427789.0,3.65851720958051,168095.0,7.37523034447334,1.06165488996168,4594621.0,0.0,3.1,2728378.0,59.382,75.5770034790039,63.8089981079102,69.0979995727539,56.0,0.0427456366912527,660.0,22.0,483.0,6.82600021362305,5.60900020599365,6.15999984741211,11.7019996643066,10.4040002822876,11.0290002822876,1866243.0,40.618,74.7689990997315,61.2920010089874,67.3499972820282,24.4230003356934,36.1910018920898,30.9020004272461,4.924831081081081
Tanzania,32.8,116.5946,93.0237746410775,50.8339996337891,21.548999786377,35.7949981689453,8.0,1.67900002002716,3.8989999294281,2.81900000572205,67.197998046875,70.2669982910156,64.2919998168945,5.89599990844727,2.60199999809265,9.01599979400635,26.9060001373291,27.1310005187988,26.693000793457,704.8657489,278.6199785,5.016,3.32570415917124,6.9681294933237,867.058650655122,2583.58967271423,13.0,79.5289993286133,87.2730026245117,83.3040008544922,25423650.0,67.483,63.856,72.0579449426522,38.1370010375977,56.8040008544922,47.7239990234375,45.0820330114332,25053078.0,51.8070896634092,28790340.0,3.11087732515759,1728783.0,62.7367362835855,3.0924540737403,55572201.0,6.5,0.0,37604041.0,67.667,90.6500015258789,82.2519989013672,86.3369979858398,53.0,0.233204727665906,515.0,28.0,195.0,2.7409999370575,1.61800003051758,2.16799998283386,4.55399990081787,3.09400010108948,3.8050000667572,17968160.0,32.333,88.9710006713868,78.3530006408692,83.5189971923828,9.35000038146973,17.7479991912842,13.6630001068115,-643404373.610813
Brazil,100.0,62.6774,43.6443157926871,3.52600002288818,1.40100002288818,2.29399991035461,7.0,3.01999998092651,5.39400005340576,4.39699983596802,10.1820001602173,4.75600004196167,14.1070003509521,20.8689994812012,10.7620000839233,28.181999206543,68.9489974975586,84.4820022583008,57.7099990844727,336.1458429,215.5356645,1.726,12.8852472129388,-3.46816285562616,10868.6534435351,14077.1214085544,60.8725400681261,53.3219985961914,74.9449996948242,63.8359985351563,103214044.0,79.139,71.883,117.536233367163,18.9570007324219,29.7150001525879,25.1949996948242,22.1362691046907,45966597.0,69.6163989839485,144560447.0,8.24733191136082,17125821.0,24.844387028693,0.817555711392756,207652865.0,78.9,53.4,28984187.0,13.958,25.5030002593994,36.5099983215332,31.8850002288818,9.6,20.2279645888825,731.0,79.5,2038.0,13.4689998626709,10.2119998931885,11.6099996566772,31.4790000915527,24.0459995269775,27.25,178668678.0,86.042,22.4830007553101,31.1160001754761,27.4889996051788,74.4970016479492,63.4900016784668,68.1149978637695,7888268360.8
India,84.5268173217773,24.5354,51.5228471113059,26.7749996185303,8.84700012207031,13.2440004348755,7.0,0.519999980926514,1.86899995803833,1.53799998760223,43.4440002441406,56.9160003662109,39.0670013427734,23.7199993133545,17.7000007629395,25.6760005950928,32.8349990844727,25.3840007781982,35.2569999694824,623.8952036,443.9709283,2.326,1.40867810979696,7.11268609726157,1862.43044438379,6095.72279590336,29.5471628858754,27.4479999542236,78.8840026855469,53.9290008544922,512765199.0,70.166,67.094,85.1709256957691,54.6780014038086,67.4250030517578,64.2990036010742,28.1954475810236,373356040.0,65.996647968568,873908707.0,5.80790445040846,76906607.0,445.370579747678,1.14821469272737,1324171354.0,21.4,0.0,884784815.0,66.818,81.9739990234375,78.140998840332,79.0810012817383,27.0,1.84296389785819,1445.0,28.5,249.0,4.15999984741211,3.29099988937378,3.50500011444092,11.4359998703003,10.1789999008179,10.4680004119873,439386539.0,33.182,81.4530010223389,76.2720031738281,77.5430040359497,18.0259990692139,21.8589992523193,20.9190006256104,-41579206265.0142
Azerbaijan,100.0,52.612,40.8816025988089,41.3400001525879,26.007999420166,33.4189987182617,6.0,10.7069997787476,15.4040002822876,13.1339998245239,36.3370018005371,42.0950012207031,30.9379997253418,14.3280000686646,6.02400016784668,22.1140003204346,49.3349990844727,51.8810005187988,46.9480018615723,757.049341,496.9426578,1.94,18.5459359103442,-3.10000020204575,5861.51196206606,16001.3233967209,78.2,62.9630012512207,69.713996887207,66.2480010986328,4966648.0,75.046,69.002,104.76715758856,20.6770000457764,22.5559997558594,21.6480007171631,23.1686980534223,2260758.0,70.9815846708652,6926250.0,5.84971727571253,570804.0,118.043284177927,1.11785721013911,9757812.0,0.0,36.4,4388966.0,44.979,72.7229995727539,63.9679985046387,68.1999969482422,6.0,17.4824397534861,277.0,4.5,195.0,5.90700006484985,4.13500022888184,5.0,14.9980001449585,12.1429996490479,13.4910001754761,5368846.0,55.021,62.0170001983643,48.5639991760254,55.0669994354248,27.2770004272461,36.0320014953613,31.7999992370605,1051820000.0
Honduras,87.5766296386719,72.1834,58.2928201094743,10.5570001602173,7.44299983978271,8.60900020599365,8.0,6.0460000038147,14.2550001144409,11.1800003051758,28.4930000305176,8.3129997253418,40.560001373291,21.1989994049072,20.07200050354,21.8729991912842,50.3079986572266,71.6159973144531,37.5660018920898,234.5101312,234.1179406,2.462,2.41840465794135,3.75214890971107,2144.86936715697,4406.77353237576,30.0,50.8400001525879,85.8850021362305,68.1309967041016,4203355.0,76.133,71.035,85.9532131874634,37.4080009460449,23.2800006866455,28.5729999542236,32.2988034391372,2943347.0,63.1740592724551,5756968.0,4.5271372884077,412552.0,81.444874430244,1.68246258438676,9112867.0,60.5,22.8,4026703.0,44.187,54.0110015869141,44.9780006408691,48.3619995117188,48.0,4.86047914448878,920.0,13.0,224.0,5.52600002288818,4.15000009536743,4.67000007629395,12.8149995803833,6.15399980545044,8.49300003051758,5086164.0,55.813,47.9650011062622,30.7230005264282,37.1820001602172,45.9889984130859,55.0219993591309,51.6380004882813,-3177734390.81037
Argentina,100.0,63.0272,56.5422464275751,1.23199999332428,0.481000006198883,0.785000026226044,8.0,2.43499994277954,4.96199989318848,3.93899989128113,0.551999986171722,0.172000005841255,0.808000028133392,23.625,8.02400016784668,34.0779991149902,75.8219985961914,91.8059997558594,65.1129989624023,219.1746707,124.3660983,2.293,16.4936759121344,-1.82254217028903,10206.2495504416,18584.580004917,70.9689808206024,47.4300003051758,73.3820037841797,59.9640007019043,19704082.0,80.31,72.777,145.330506257721,16.4340000152588,22.9790000915527,20.3279991149902,25.0586568015503,10987577.0,63.8805193371653,28009966.0,11.0608238612845,4849887.0,16.0220668033281,0.984741905647839,43847430.0,100.0,41.6,3671345.0,8.373,20.1009998321533,28.4220008850098,25.0510005950928,9.0,22.6663911659133,995.0,24.0,359.0,9.55700016021729,8.10099983215332,8.69600009918213,25.3560009002686,22.3950004577637,23.5279998779297,40176085.0,91.627,17.6660000085831,23.4600000977516,21.1129991412162,79.8990020751953,71.5780029296875,74.9489974975586,-4035498243.93579
Belarus,100.0,17.9796,44.966823973522,0.0469999983906746,0.061999998986721,0.0540000014007092,7.0,0.379999995231628,1.0809999704361,0.732999980449677,9.73099994659424,6.59999990463257,12.8219995498657,31.5219993591309,19.6940002441406,43.201000213623,58.7480010986328,73.7060012817383,43.976001739502,319.6044442,206.9507316,1.733,32.3577574867284,-2.52645060629638,6229.20674452567,16773.1935504926,71.1130457603832,58.6529998779297,70.9349975585938,64.2490005493164,5100187.0,79.0,68.9,120.67315735521,1.83200001716614,3.15599989891052,2.49799990653992,16.4539355416358,1563376.0,68.9812977621829,6554281.0,14.5647666961813,1383876.0,46.826346656153,0.125511109801562,9501534.0,0.0,70.1,2122548.0,22.339,2.25799989700317,4.2979998588562,3.28500008583069,7.0,47.630400793583,275.0,5.0,176.0,0.507000029087067,0.46900001168251,0.488000005483627,1.22300004959106,1.04799997806549,1.12999999523163,7378986.0,77.661,1.87900001555681,3.21799989789724,2.55199990794063,97.7419967651367,95.7020034790039,96.7149963378906,-8800000.0
Haiti,38.6901664733887,38.213,61.4206784727666,4.17999982833862,3.17400002479553,3.64599990844727,0.0,0.767000019550323,1.20099997520447,0.996999979019165,41.4889984130859,27.1720008850098,54.1419982910156,12.3360004425049,6.79400014877319,17.2339992523193,46.173999786377,66.0329971313477,28.625,313.1709006,234.1839923,2.919,0.0124270166291551,1.45270702675029,729.360457810966,1654.17053675815,12.2326016070408,63.5089988708496,72.4059982299805,67.8470001220703,4905887.0,65.515,61.162,59.9595255387176,85.9789962768555,81.9769973754883,83.8539962768555,33.3402198180677,3616525.0,61.9499316606274,6719916.0,4.70984852130487,510893.0,393.58976777939,1.2642389661953,10847334.0,0.0,1.6,5055292.0,46.604,90.9260025024414,86.3519973754883,88.4980010986328,47.0,0.0524737230364622,530.0,97.0,184.0,15.8900003433228,12.2609996795654,14.0019998550415,42.4080009460449,30.378999710083,35.742000579834,5792042.0,53.396,90.1589961051941,85.1509974002838,87.4999961853028,9.07499980926514,13.6479997634888,11.5019998550415,-2623479470.87922
Saudi Arabia,100.0,8.294,40.2495097563782,0.034000001847744,0.0320000015199184,0.0320000015199184,8.0,0.221000000834465,2.14000010490417,1.87999999523163,6.03399991989136,0.551999986171722,6.93400001525879,22.4619998931885,1.53600001335144,25.8980007171631,71.5039978027344,97.911003112793,67.1679992675781,234.9793125,119.3551998,2.532,10.1861906146258,1.67064234738177,21380.4527228189,50423.0134931014,74.88,22.2000007629395,79.3219985961914,55.8849983215332,13431362.0,76.3,73.271,148.509684704775,1.16400003433228,3.23600006103516,2.95499992370605,25.5354936364329,8241756.0,71.3014970060901,23013048.0,3.16300935747704,1020883.0,15.0141122673502,2.25142247448685,32275687.0,48.3,0.0,5357441.0,16.599,1.4190000295639,5.40799999237061,4.86800003051758,3.0,11.2699134800756,575.0,19.3,67.0,21.5189990997314,2.55999994277954,5.65000009536743,46.6119995117188,18.2369995117188,24.8719997406006,26918246.0,83.401,1.19800003618002,3.26800006255508,2.98699992522597,98.5810012817383,94.5920028686523,95.1320037841797,2512457612.48266
